keyword,title,price,rating,reviews,platform,delivery,brand,price_range,popularity_score,raw_price,discount
gaming laptop,"Dell - Upgraded - Alienware 16X Aurora 16"" 2.5K 240Hz Gaming Laptop,Intel Ultra 9 275HX,RTX 5070,32GB RAM,1TB SSD+1TB Dock,Win 11 Pro - Interstellar",2499.0,4.4,1080,Best Buy,Unknown,Dell,low-Budget,30.736823997612518,2499.0,0
gaming laptop,"HP OMEN MAX HyperX AI Gaming Laptop 16.0"" 240Hz OLED WQXGA Display (Intel Ultra 9 290HX Plus, NVIDIA GeForce RTX 5070 Ti 12GB, 64GB DDR5, 1TB PCIe SSD",4339.99,4.39,6100,Newegg.com - DealKing,Free delivery,HP,low-Budget,38.26415299335663,4339.99,0
gaming laptop,"Alienware 16X Aurora Gaming Laptop, Intel Ultra 9 290hx, 64 GB Ddr5 Ram, 2 TB PCIe Ssd, 16 inch 3K (2560x1600) 240Hz, Nvidia G-Force RTX 5070, Backlit",3379.0,5.0,6890,Walmart - Teknoraks,Unknown,Unknown,low-Budget,44.189857456786044,3379.0,0
gaming laptop,"Alienware 16X Aurora Gaming Laptop, Intel Ultra 9 290hx, 64 GB Ddr5 Ram, 2 TB PCIe Ssd, 16 inch 3K (2560x1600) 240Hz, Nvidia G-Force RTX 5070, Backlit",3379.0,5.0,6890,Walmart - Teknoraks,Unknown,Unknown,low-Budget,44.189857456786044,3379.0,0
gaming laptop,"HP - Upgraded - HyperX OMEN 16"" 2.5K 165Hz Gaming Laptop,Ryzen 9 8940HX,GeForce RTX 5060,32GB,2TB SSD+1TB Dock Set,Win 11 Pro - Black",2569.0,3.8,520,Best Buy,Unknown,HP,low-Budget,23.771850158662794,2569.0,0
gaming laptop,"HP - Upgraded - HyperX OMEN 16"" 2.5K 165Hz Gaming Laptop,Ryzen 9 8940HX,GeForce RTX 5060,16GB,1TB SSD+1TB Dock Set,Win 11 Pro - Black",2129.0,4.4,710,Best Buy,Unknown,HP,low-Budget,28.89335869113426,2129.0,0
gaming laptop,"Alienware 16X Aurora Gaming Laptop, Intel Ultra 9 290hx, 16 GB Ddr5 Ram, 1 TB PCIe Ssd, 16 inch 3K (2560x1600) 240Hz, Nvidia G-Force RTX 5070, Backlit",2569.0,4.1,7510,Walmart - Teknoraks,Unknown,Unknown,low-Budget,36.588907955912646,2569.0,0
gaming laptop,"ASUS - Intel Ultra 9 (Series 2) - RTX 5070 Laptop GPU - 16GB Memory - Gaming - 4TB SSD - 16.0"" Screen - ASUS ROG Zephyrus G16 - Eclipse Gray - 2560x16",2709.0,5.0,1530,Newegg.com - Apollo Premium Electronics,Free delivery,Asus,low-Budget,36.66838197828842,2709.0,0
gaming laptop,"ASUS ROG Zephyrus G16 16"" 2.5K OLED 240Hz Gaming Laptop Intel Core Ultra 9 285H",2149.99,4.6,2520,Best Buy,Free delivery,Asus,low-Budget,36.029090265064426,2149.99,0
gaming laptop,"Acer Nitro V 15.6"" Gaming Laptop Intel Core 5 210H",899.0,4.8,990,Walmart,Free delivery,Acer,low-Budget,33.113829764783944,899.0,0
gaming laptop,"Lenovo 18"" Legion 9i Gaming Laptop",5499.99,4.39,103,Micro Center,Unknown,Lenovo,Mid-Range,20.388876047230625,5499.99,0
gaming laptop,"HyperX HP OMEN 16"" 165Hz 2.5K OLED Gaming Laptop AMD Ryzen 9 8940HX",1624.99,4.6,390,Best Buy,Free delivery by Tue,HP,low-Budget,27.45605477593268,1624.99,0
gaming laptop,"Lenovo Legion 5 15IRX10 OLED 15.1"" Gaming Laptop Computer",2199.99,4.39,103,Micro Center,Unknown,Lenovo,low-Budget,20.388876047230625,2199.99,0
gaming laptop,Alienware Aurora 16 inch Wqxga 120Hz Gaming Laptop Intel Core 7-240h,1249.0,4.4,2600,Walmart,1 hour delivery $20,Unknown,low-Budget,34.60006556797407,1249.0,0
gaming laptop,"Acer Nitro V – 16"" WUXGA 165Hz Gaming Laptop Intel Core 7 240H 2024",1049.99,4.6,170,Best Buy,Free delivery by Mon,Acer,low-Budget,23.651652359912234,1049.99,0
gaming laptop,New Asus Rog Strix G16 g614fm Ryzen 9 9955hx 2.5ghz 16gb RAM 1tb Ssd Rtx 5060,1599.0,4.3,920,Walmart,1 hour delivery $20,Asus,low-Budget,29.349478155897817,1599.0,0
gaming laptop,"Acer Nitro V 16 AI Copilot+ PC Anv16-61-r8ue 16"" Gaming Laptop Computer",1299.99,3.0,20,Micro Center,Unknown,Acer,low-Budget,9.13356731317027,1299.99,0
gaming laptop,"Alienware 15.3"" 2K Gaming Laptop AMD Ryzen 200 Series R7 260 2026 da15265",1924.99,4.4,340,Best Buy,Free delivery by Mon,Unknown,low-Budget,25.660282900047477,1924.99,0
gaming laptop,"Lenovo Legion 5 15IRX10 Gaming Laptop 15.1"" WQXGA OLED 165Hz Display Intel Core i7-14700HX",1499.0,4.4,880,Walmart,1 hour delivery $20,Lenovo,low-Budget,29.836653554119195,1499.0,0
gaming laptop,"Lenovo Legion Pro 7i 16IAX10H OLED 16"" Gaming Laptop Computer",5299.99,4.39,103,Micro Center,Unknown,Lenovo,Mid-Range,20.388876047230625,5299.99,0
gaming laptop,Msi Cyborg 15.6 inch 144Hz Gaming Laptop Intel Core i5-13420H,899.0,4.59,880,Walmart,1 hour delivery $20,Unknown,low-Budget,31.125054503047064,899.0,0
gaming laptop,"ASUS ROG Strix G16 16"" FHD 165Hz Gaming Laptop AMD Ryzen 9 8940HX",2299.99,4.5,4410,Best Buy,Free delivery by Mon,Asus,low-Budget,37.76335515047223,2299.99,0
gaming laptop,"Dell 16"" Alienware 16 Aurora Gaming Laptop",1399.99,3.4,270,Micro Center,Unknown,Dell,low-Budget,19.047203990990983,1399.99,0
gaming laptop,ASUS TUF F17 17.3 144Hz Gaming Laptop NVIDIA GeForce RTX 3050,749.99,4.39,6100,Staples,Free delivery by Wed,Asus,low-Budget,38.26415299335663,749.99,0
gaming laptop,"HP Victus 15.6"" Full HD 144Hz Gaming Laptop Intel Core i5-13420H",779.0,4.5,5890,Best Buy,Unknown,HP,low-Budget,39.06531468684759,779.0,0
gaming laptop,Asus ROG Strix G18 Gaming Laptop 18 Wqxda 240hz AMD Ryzen 9 9955hx Nvidia GeForce Rtx 5070 8GB Vram,2099.0,4.4,870,Walmart,1 hour delivery $20,Asus,low-Budget,29.786424698151016,2099.0,0
gaming laptop,"Acer Nitro V ANV15-52-574M 15.6"" Gaming Laptop Computer",999.99,4.39,103,Micro Center,Unknown,Acer,low-Budget,20.388876047230625,999.99,0
gaming laptop,"Lenovo Legion Pro 5i 16"" 2.5k OLED Gaming Laptop Intel Core Ultra 9 275HX 2025",2749.99,4.7,2530,Best Buy,Free delivery,Lenovo,low-Budget,36.83093787456208,2749.99,0
gaming laptop,"ASUS ROG Strix SCAR 18 G835LXG-XB97 18"" Gaming Laptop Computer",4999.99,4.39,103,Micro Center,Unknown,Asus,low-Budget,20.388876047230625,4999.99,0
gaming laptop,"ASUS ROG Flow Z13 13.4"" 2.5K 180Hz QHD+ Touch Screen",2099.99,4.5,2360,Best Buy,Free delivery by Mon,Asus,low-Budget,34.950782416884806,2099.99,0
gaming laptop,HP Hyperx Omen 15.3 inch Wuxga 165Hz 2K IPS Gaming Laptop Intel Core 5 210h,1199.0,5.0,10,Walmart,1 hour delivery $20,HP,low-Budget,11.989476363991853,1199.0,0
gaming laptop,"Acer 16"" Predator Helios Neo 16 AI Gaming Laptop",2199.99,4.39,103,Micro Center,Unknown,Acer,low-Budget,20.388876047230625,2199.99,0
gaming laptop,"GIGABYTE GAMING A16 16"" 165Hz 1920x1200 WUXGA Intel Core i7-13620H",1299.99,4.4,830,Best Buy,Free delivery,Unknown,low-Budget,29.579571097363974,1299.99,0
gaming laptop,"Asus ROG Zephyrus G14 14"" 3K OLED 120Hz Gaming Laptop AMD Ryzen 9 270",2299.99,4.4,4340,EXcaliberPC.com,Unknown,Asus,low-Budget,36.853784067318216,2299.99,0
gaming laptop,Acer Nitro V 16 Wuxga IPS 165Hz Gaming Laptop Intel Core 5 Processor 210h,1399.0,4.59,880,Walmart,Free delivery,Acer,low-Budget,31.125054503047064,1399.0,0
gaming laptop,ASUS ROG Flow Z13,2099.99,4.6,1410,Best Buy,Free delivery by Fri,Asus,low-Budget,33.359448178522946,2099.99,0
gaming laptop,Hyperx Omen 15.3 inch Wqxga 180Hz 2.5k IPS Gaming Laptop AMD Ryzen 9 8940hx,1799.0,5.0,30,Walmart,1 hour delivery $20,Unknown,low-Budget,17.16993602242573,1799.0,0
gaming laptop,MSI Crosshair A16 Gaming Laptop AMD Ryzen 9-8940HX DDR5 RAM PCIe Ssd,1599.99,4.4,1080,Best Buy,Free delivery by Mon,Unknown,low-Budget,30.736823997612518,1599.99,0
gaming laptop,ASUS ROG Strix G18 G814PH-ES94 Gaming Laptop,1699.0,5.0,10,Target,Free delivery,Asus,low-Budget,11.989476363991853,1699.0,0
gaming laptop,"HP Victus 15.6"" Gaming Laptop AMD Ryzen 7",1039.0,4.7,13000,Best Buy,Unknown,HP,low-Budget,44.52207331584219,1039.0,0
gaming laptop,Gigabyte AMD Ryzen 7 260 RTX 5060 16GB1 1920x1200 1TB 165Hz gaming a16 3vhk3us89,1199.99,4.59,880,Walmart,Free delivery,Unknown,low-Budget,31.125054503047064,1199.99,0
gaming laptop,Alienware 16X Aurora Gaming Laptop Intel Core Ultra 9,2899.99,4.4,7160,Best Buy,Free delivery by Tue,Unknown,low-Budget,39.05618162603054,2899.99,0
gaming laptop,"ASUS ROG Strix G16 G615JMR-DS94 16"" Gaming Laptop Intel Core i9-14900HX",1544.99,5.0,90,BrandsMart USA,Unknown,Asus,low-Budget,22.55429753258425,1544.99,0
gaming laptop,"Lenovo Legion 7a 16"" 2.5K 240Hz OLED Gaming Laptop AMD Ryzen AI 7 450 2026",2399.99,4.5,130,Best Buy,Free delivery,Lenovo,low-Budget,21.93838795440518,2399.99,0
gaming laptop,Razer Blade 18 Ultra-thin 18-inch gaming laptop Dual UHD+ 240 Hz,3499.99,4.39,6100,Razer.com,Free delivery,Unknown,low-Budget,38.26415299335663,3499.99,0
television,Vizio Class Quantum HD Qled Smart TV,77.0,4.1,1390,Walmart,Free delivery,Vizio,low-Budget,29.674890586886114,77.0,0
television,Hiro 4K HDR Smart TV Flat Screen LED Television with Roku TV and Dolby Audio Streaming,279.99,4.57,28444,Target,Unknown,Unknown,low-Budget,46.8686754847343,279.99,0
television,Insignia Class F50 Series LED 4K UHD Smart Fire TV,149.99,4.7,17000,Best Buy,Free delivery by Mon,Insignia,low-Budget,45.78282899073732,149.99,0
television,Philips 32 inch Class HD Google Smart LED TV,148.0,4.1,520,Walmart,Free delivery,Philips,low-Budget,25.648575171188803,148.0,0
television,Roku Select Series Full HD Smart TV,159.99,4.4,11000,Target,Same-day delivery $10,Unknown,low-Budget,40.945262409653516,159.99,0
television,Samsung Class Crystal UHD U7900F 4K Smart TV,329.99,4.4,200000,Best Buy,Free delivery,Samsung,low-Budget,53.70674164027777,329.99,0
television,Hisense M7 Mini-LED Qled 4K UHD Google Smart TV 75m7sg,284.0,4.4,1210,Walmart,1 hour delivery $20,Google,low-Budget,31.236487671633608,284.0,0
television,Samsung Class U8000H Crystal UHD Series 4K Smart TV,297.99,4.4,15000,Abt Electronics & Appliances,Unknown,Samsung,low-Budget,42.309837435927115,297.99,0
television,"LG 55"" Class OLED evo AI C6 4K Smart TV",1299.99,4.8,56000,BJ's Wholesale Club,Free delivery,LG,low-Budget,52.47899916816339,1299.99,0
television,Samsung S90F 4K OLED Smart TV,999.99,4.7,38000,Best Buy,Free delivery,Samsung,low-Budget,49.56322844451319,999.99,0
television,LG 32 inch Class HD Lr60 Smart TV,138.0,4.0,4790,Walmart,1 hour delivery $20,LG,low-Budget,33.89797774753249,138.0,0
television,"Samsung H5000F 32"" HD LED Smart TV un32h5000ffxza",99.99,4.5,55000,Target,Same-day delivery $10,Samsung,low-Budget,49.11797990640376,99.99,0
television,Samsung M70H Mini LED 4K TV,297.99,4.5,15000,Home Depot,Free delivery,Samsung,low-Budget,43.271424650380006,297.99,0
television,LG OLED evo AI C5 4K Smart TV,1499.99,4.8,190000,Best Buy,Free delivery,LG,low-Budget,58.342966148576,1499.99,0
television,"Westinghouse 24"" HD Smart Roku TV",79.99,4.7,78000,BJ's Wholesale Club,Free delivery,Unknown,low-Budget,52.94304155268112,79.99,0
television,Roku 43 Inch Class Select Series 4K LED Smart TV,179.99,4.8,18000,Target,Same-day delivery $10,Unknown,low-Budget,47.03127643627538,179.99,0
television,Hisense M7 Series Mini-LED 4K UHD Smart Google TV,278.0,4.6,8140,Walmart,Free delivery,Google,low-Budget,41.42147418724029,278.0,0
television,Pioneer Class LED 4K UHD Smart Roku TV,149.99,4.7,29000,Best Buy,Free delivery,Unknown,low-Budget,48.292902278323766,149.99,0
television,Samsung QN70HD Neo QLED Mini LED 4K Vision AI Smart TV with 5-Year Coverage,997.99,4.4,6600,BJ's Wholesale Club,Unknown,Samsung,low-Budget,38.69789629943059,997.99,0
television,Insignia Class FE Series LED Full HD Smart Fire TV,89.99,4.6,15000,Best Buy,Free delivery by Mon,Insignia,low-Budget,44.23301186483289,89.99,0
television,Vizio Mini LED Quantum 4K Qled HDR Smart TV,318.0,4.2,7880,Walmart,Free delivery,Vizio,low-Budget,37.68328232908533,318.0,0
television,"Westinghouse 32"" HD Smart Roku TV",99.99,4.7,90000,BJ's Wholesale Club,Free delivery,Unknown,low-Budget,53.615607483700394,99.99,0
television,Samsung R85H 4K Micro RGB Smart TV,2597.99,4.8,4560,PC Richard & Son,Free delivery,Samsung,low-Budget,40.441426448216156,2597.99,0
television,Tcl Qm51l Series QD-Mini LED Qled 4K UHD HDR Smart Google TV 50qm51l,348.0,4.4,250,Walmart,Free delivery,TCL,low-Budget,24.311992932179848,348.0,0
television,Insignia Class F20 Series LED HD Smart Fire TV,69.99,4.7,11000,Best Buy,Free delivery by Mon,Insignia,low-Budget,43.73698484667535,69.99,0
television,TCL Class QM6K Series QD-Mini LED QLED 4K UHD Smart Google TV,499.99,4.6,12000,Target,Free delivery,TCL,low-Budget,43.206628189704624,499.99,0
television,Samsung Q7F 4K QLED Smart TV,347.99,4.6,120000,Walmart,Free delivery,Samsung,low-Budget,53.79817463328885,347.99,0
television,"LG 32lr655bpua 32"" Class HD Smart LED TV",169.0,4.5,7130,Best Buy,Unknown,LG,low-Budget,39.924930402127366,169.0,0
television,Vizio Class Quantum Full HD Qled Smart TV,133.0,4.0,8530,Walmart,Free delivery,Vizio,low-Budget,36.205847467634776,133.0,0
television,LG C6 OLED evo AI Smart 4K TV,1299.0,4.8,56000,Home Depot,Free delivery,LG,low-Budget,52.47899916816339,1299.0,0
television,Insignia Ns-32f201na26,79.99,4.4,22000,Best Buy,Free delivery,Insignia,low-Budget,43.99491001775268,79.99,0
television,Hisense 40-Inch Class H4 Series FHD Roku Smart TV 1080p Full HD LCD Screen,138.0,4.0,110000,Walmart,Free delivery,Unknown,low-Budget,46.432978942569285,138.0,0
television,Sony BRAVIA 8 4K HDR Smart OLED TV,1798.0,4.6,48000,B&H Photo-Video-Audio,Free delivery,Sony,low-Budget,49.58329476582921,1798.0,0
television,"TCL 43"" Class Q-Series QLED 4K UHD Smart Google TV 43q651g",229.99,4.5,64000,Target,Free delivery,TCL,low-Budget,49.799942942488826,229.99,0
television,Samsung M80H 4K Mini LED TV,497.99,4.7,7470,Best Buy,Unknown,Samsung,low-Budget,41.91828544848627,497.99,0
television,"VIZIO 32"" HD Smart TV",79.0,3.8,17000,Walmart,Free delivery,Vizio,low-Budget,37.01590429038337,79.0,0
television,Samsung M70H 4K Mini LED TV,600.02,4.5,8520,Staples,Free delivery by Wed,Samsung,low-Budget,40.7263004272258,600.02,0
television,Samsung The Frame LS03HE QLED 4K Vision AI Smart TV,1299.99,4.6,2320,Samsung,Free delivery,Samsung,low-Budget,35.648865668862406,1299.99,0
television,VIZIO V-Series 4K HDR Smart LED TV,205.0,4.3,170000,Walmart,Free delivery,Vizio,low-Budget,51.78730627298257,205.0,0
television,"77"" Class OLED S84F 4K Samsung Vision AI Smart TV",799.99,4.8,20000,Best Buy,Free delivery,Samsung,low-Budget,47.53698024617362,799.99,0
television,Pioneer Class LED 4K UHD Smart Roku TV,149.99,4.7,29000,Best Buy,Free delivery by Mon,Unknown,low-Budget,48.292902278323766,149.99,0
television,Philips 32 inch Class HD Google Smart LED TV,148.0,4.1,520,Walmart,Free delivery,Philips,low-Budget,25.648575171188803,148.0,0
television,Insignia Class F50 Series LED 4K UHD Smart Fire TV,149.99,4.7,17000,Best Buy,Free delivery,Insignia,low-Budget,45.78282899073732,149.99,0
television,Roku Select Series Full HD Smart TV,159.99,4.4,11000,Target,Free delivery,Unknown,low-Budget,40.945262409653516,159.99,0
television,Samsung Q7F 4K QLED Smart TV,347.99,4.6,120000,Walmart,Free delivery,Samsung,low-Budget,53.79817463328885,347.99,0
television,"LG 55"" Class OLED evo AI C6 4K Smart TV",1299.99,4.8,56000,BJ's Wholesale Club,Free delivery,LG,low-Budget,52.47899916816339,1299.99,0
television,Insignia Class F20 Series LED HD Smart Fire TV,69.99,4.7,11000,Best Buy,Free delivery by Mon,Insignia,low-Budget,43.73698484667535,69.99,0
television,Tcl Qm51l Series QD-Mini LED Qled 4K UHD HDR Smart Google TV 50qm51l,348.0,4.4,250,Walmart,Free delivery,TCL,low-Budget,24.311992932179848,348.0,0
television,Samsung M70H Mini LED 4K TV,297.99,4.5,15000,Home Depot,Free delivery,Samsung,low-Budget,43.271424650380006,297.99,0
television,Insignia Ns-32f201na26,79.99,4.4,22000,Best Buy,Free delivery by Mon,Insignia,low-Budget,43.99491001775268,79.99,0
television,Hisense M7 Mini-LED Qled 4K UHD Google Smart TV 75m7sg,284.0,4.4,1210,Walmart,Free delivery,Google,low-Budget,31.236487671633608,284.0,0
television,Roku 43 Inch Class Select Series 4K LED Smart TV,179.99,4.8,18000,Target,Free delivery,Unknown,low-Budget,47.03127643627538,179.99,0
television,Samsung Class Crystal UHD U7900F 4K Smart TV,329.99,4.4,200000,Best Buy,Free delivery,Samsung,low-Budget,53.70674164027777,329.99,0
television,Vizio Mini LED Quantum 4K Qled HDR Smart TV,318.0,4.2,7880,Walmart,Free delivery,Vizio,low-Budget,37.68328232908533,318.0,0
television,"Westinghouse 24"" HD Smart Roku TV",79.99,4.7,78000,BJ's Wholesale Club,Free delivery,Unknown,low-Budget,52.94304155268112,79.99,0
television,Samsung Class U8000H Crystal UHD Series 4K Smart TV,297.99,4.4,15000,Abt Electronics & Appliances,Free delivery,Samsung,low-Budget,42.309837435927115,297.99,0
television,Samsung S90F 4K OLED Smart TV,1299.99,4.7,38000,Best Buy,Free delivery by Tue,Samsung,low-Budget,49.56322844451319,1299.99,0
television,Hisense 40-Inch Class H4 Series FHD Roku Smart TV 1080p Full HD LCD Screen,138.0,4.0,110000,Walmart,Free delivery,Unknown,low-Budget,46.432978942569285,138.0,0
television,TCL Class QM6K Series QD-Mini LED QLED 4K UHD Smart Google TV,499.99,4.6,12000,Target,Free delivery,TCL,low-Budget,43.206628189704624,499.99,0
television,LG C6 OLED evo AI Smart 4K TV,1299.0,4.8,56000,Home Depot,Free delivery,LG,low-Budget,52.47899916816339,1299.0,0
television,Vizio Class Quantum Full HD Qled Smart TV,133.0,4.0,8530,Walmart,Free delivery,Vizio,low-Budget,36.205847467634776,133.0,0
television,Sony BRAVIA 8 4K HDR Smart OLED TV,1799.99,4.6,48000,Best Buy,Free delivery by Tue,Sony,low-Budget,49.58329476582921,1799.99,0
television,Samsung M70H 4K Mini LED TV,599.99,4.5,8520,Samsung,Free delivery,Samsung,low-Budget,40.7263004272258,599.99,0
television,LG 32 inch Class HD Lr60 Smart TV,138.0,4.0,4790,Walmart,Free delivery by Mon,LG,low-Budget,33.89797774753249,138.0,0
television,"Westinghouse 32"" HD Smart Roku TV",99.99,4.7,90000,BJ's Wholesale Club,Free delivery,Unknown,low-Budget,53.615607483700394,99.99,0
television,Insignia Class FE Series LED Full HD Smart Fire TV,89.99,4.6,15000,Best Buy,Free delivery,Insignia,low-Budget,44.23301186483289,89.99,0
television,"Samsung H5000F 32"" HD LED Smart TV un32h5000ffxza",99.99,4.5,55000,Target,Free delivery,Samsung,low-Budget,49.11797990640376,99.99,0
television,LG OLED evo AI C5 4K Smart TV,1118.0,4.8,190000,Walmart,Free delivery,LG,low-Budget,58.342966148576,1118.0,0
television,SYLVOX Outdoor TV 55 inch Waterproof Smart TV 4K Hdr 10,1549.0,4.4,1790,Sylvox TV,Free delivery,Unknown,low-Budget,32.95832936906713,1549.0,0
television,Samsung M80H 4K Mini LED TV,497.99,4.7,7470,Best Buy,Unknown,Samsung,low-Budget,41.91828544848627,497.99,0
television,Hisense M7 Series Mini-LED 4K UHD Smart Google TV,278.0,4.6,8140,Walmart,Free delivery,Google,low-Budget,41.42147418724029,278.0,0
television,LG G6 OLED evo AI Smart 4K TV,2799.99,4.8,35000,LG,Free delivery,LG,low-Budget,50.22303317516144,2799.99,0
television,Class LG QNED AI QNED70A 4K Smart TV,384.99,4.6,13000,Sam's Club,Unknown,LG,low-Budget,43.57479516018597,384.99,0
television,LG Class Nano 4K UHD AI NU70 Smart TV,379.99,4.6,980,Best Buy,Free delivery,LG,low-Budget,31.68743331400067,379.99,0
television,VIZIO V-Series 4K HDR Smart LED TV,205.0,4.3,170000,Walmart,Free delivery,Vizio,low-Budget,51.78730627298257,205.0,0
television,Sony BRAVIA 3 II Class 4K HDR LED Google TV with Gemini,569.99,4.4,1480,NFM,Unknown,Sony,low-Budget,32.12208038277832,569.99,0
television,Hisense Class U6 Pro Series LCD 4K UHD Smart Vidaa TV,649.99,4.69,78000,BJ's Wholesale Club,Free delivery,Unknown,low-Budget,52.830396783420106,649.99,0
television,"77"" Class OLED S84F 4K Samsung Vision AI Smart TV",799.99,4.8,20000,Best Buy,Free delivery by Tue,Samsung,low-Budget,47.53698024617362,799.99,0
television,Samsung S90H 4K OLED Vision AI Smart TV,1597.99,4.8,5760,Abt Electronics & Appliances,Free delivery,Samsung,low-Budget,41.56255847871544,1597.99,0
television,"Philips 60"" Inch Class Qled 4k Uhd (2160p) Google Smart Tv Hdr10",329.95,5.0,5620,eBay - renleys,Free delivery by Fri,Philips,low-Budget,43.171324315010374,329.95,0
television,Vizio 32” Class Hd 720p Led Smart Tv (vhd32m-08),149.99,2.0,16000,eBay,Free delivery,Vizio,low-Budget,19.36081299853775,149.99,0
television,Insignia Class F50 Series LED 4K UHD Smart Fire TV,659.88,3.4,79000,eBay - d1stopshopla,Free delivery,Insignia,low-Budget,38.34253368462944,659.88,0
television,LG 65UA75006LA 165.1 cm 4K Ultra HD Smart TV Wi-Fi Black,687.0,5.0,840,DirectDial,Unknown,LG,low-Budget,33.67295829986474,687.0,0
television,LG 50'' UM340E Series Professional TV for Education,324.95,4.32,6100,GovConnection,Unknown,LG,low-Budget,37.65401843537601,324.95,0
television,Hiro Roku Tv 720p Hd Smart Tv Led Roku Tv And Dolby Audio For,162.4,4.32,16000,eBay,Free delivery,Unknown,low-Budget,41.819356076841544,162.4,0
television,Tcl Q Series Qled 4K UHD HDR Smart Google TV,698.0,4.0,9860,Walmart,Free delivery,TCL,low-Budget,36.78537144932932,698.0,0
television,LG B5 Series 4K Ultra HD OLED AI Smart TV,1459.7,4.0,48000,mcgrocer.com,Free delivery,LG,low-Budget,43.115908492025405,1459.7,0
television,TCL Class Q3K Series 1080P FHD QLED Smart TV,139.99,3.1,8220,TCL US,Free delivery,TCL,low-Budget,27.944786118971614,139.99,0
television,LG B5 Series 4K Ultra HD OLED AI Smart TV,1176.73,4.0,48000,mcgrocer.com,Free delivery,LG,low-Budget,43.115908492025405,1176.73,0
television,Hisense Class U8 Series 4K Mini-LED QLED UHD Smart Google TV,1399.99,5.0,6850,Electronic Express,Unknown,Google,low-Budget,44.16074953001449,1399.99,0
television,LG 77- C6H Series OLED TV,269.99,4.32,6100,mynavyexchange.com,Free delivery by Fri,LG,low-Budget,37.65401843537601,269.99,0
television,"Vizio 75"" Inch Mini Led Quantum 4k Qled Hdr Big Screen Home Theatre",598.98,4.32,5620,eBay - renleys,Free delivery by Fri,Vizio,low-Budget,37.30002420816896,598.98,0
television,LG OLED65C56LB OLED evo 4K Ultra HD Smart TV,2335.13,5.0,190000,mcgrocer.com,Free delivery,LG,low-Budget,60.77392307143334,2335.13,0
television,"Lg 65"" Class C5 Series Oled Evo Ai Smart Tv",2217.99,4.32,6100,eBay - haniretailstore,Free delivery,LG,low-Budget,37.65401843537601,2217.99,0
television,Onn 32 in 1080p FHD Building Block Smart Roku TV tvbb,118.0,3.9,40000,Walmart,Free delivery,Unknown,low-Budget,41.32697295785596,118.0,0
